model,n_tasks,naming,t1_load,regime,passphrase_last,base_temp,probe_k,seed,t2_phrase,t2_task_name,t2_rank,t2_abs_index,cot_len_chars,base_output_truncated,has_fork_point,realized_report_contains,realized_t2_in_cot,t1_correct,report_s,report_k,report_degenerate,access_s,access_k,access_degenerate
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,59114,XRAY WHISKEY LIMA,EGGPLANT,5,14,144,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,59149,BRAVO KILO ALPHA,GAZEBO,5,15,997,0,1,0,0,0.75,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,59149,BRAVO KILO ALPHA,GAZEBO,5,15,127,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,59149,BRAVO KILO ALPHA,GAZEBO,5,15,1419,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,59149,BRAVO KILO ALPHA,GAZEBO,5,15,128,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,59149,BRAVO KILO ALPHA,GAZEBO,5,15,1266,0,1,0,1,0.25,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,59149,BRAVO KILO ALPHA,GAZEBO,5,15,131,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,60114,YANKEE ECHO FOXTROT,SUNDIAL,5,15,424,0,1,0,1,0.75,15,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,60114,YANKEE ECHO FOXTROT,SUNDIAL,5,15,144,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,60149,OSCAR CHARLIE UNIFORM,PORCUPINE,5,15,1037,0,1,0,0,0.5,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,60149,OSCAR CHARLIE UNIFORM,PORCUPINE,5,15,133,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,60149,OSCAR CHARLIE UNIFORM,PORCUPINE,5,15,1378,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,60149,OSCAR CHARLIE UNIFORM,PORCUPINE,5,15,133,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,60149,OSCAR CHARLIE UNIFORM,PORCUPINE,5,15,1249,0,1,0,0,0.5,4,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,60149,OSCAR CHARLIE UNIFORM,PORCUPINE,5,15,133,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,61114,YANKEE NOVEMBER JULIET,BAGPIPE,5,12,574,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,61114,YANKEE NOVEMBER JULIET,BAGPIPE,5,12,140,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,61149,PAPA KILO ROMEO,WALRUS,5,14,1082,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,61149,PAPA KILO ROMEO,WALRUS,5,14,119,0,1,1,,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,61149,PAPA KILO ROMEO,WALRUS,5,14,1212,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,61149,PAPA KILO ROMEO,WALRUS,5,14,121,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,61149,PAPA KILO ROMEO,WALRUS,5,14,2089,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,61149,PAPA KILO ROMEO,WALRUS,5,14,120,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,62114,WHISKEY VICTOR HOTEL,PISTACHIO,5,14,517,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,62114,WHISKEY VICTOR HOTEL,PISTACHIO,5,14,145,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,62149,YANKEE QUEBEC NOVEMBER,OPAL,5,15,891,0,1,1,0,0.75,19,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,62149,YANKEE QUEBEC NOVEMBER,OPAL,5,15,131,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,62149,YANKEE QUEBEC NOVEMBER,OPAL,5,15,1821,0,1,0,1,1.0,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,62149,YANKEE QUEBEC NOVEMBER,OPAL,5,15,128,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,62149,YANKEE QUEBEC NOVEMBER,OPAL,5,15,1463,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,62149,YANKEE QUEBEC NOVEMBER,OPAL,5,15,127,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,63114,KILO CHARLIE TANGO,UMBRELLA,5,15,546,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,63114,KILO CHARLIE TANGO,UMBRELLA,5,15,139,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,63149,ECHO HOTEL QUEBEC,VULTURE,5,12,801,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,63149,ECHO HOTEL QUEBEC,VULTURE,5,12,131,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,63149,ECHO HOTEL QUEBEC,VULTURE,5,12,1567,0,1,1,1,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,63149,ECHO HOTEL QUEBEC,VULTURE,5,12,126,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,63149,ECHO HOTEL QUEBEC,VULTURE,5,12,1297,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,63149,ECHO HOTEL QUEBEC,VULTURE,5,12,126,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,64114,UNIFORM XRAY QUEBEC,GONDOLA,5,12,341,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,64114,UNIFORM XRAY QUEBEC,GONDOLA,5,12,133,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,64149,HOTEL CHARLIE WHISKEY,CATAPULT,5,14,997,0,1,1,1,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,64149,HOTEL CHARLIE WHISKEY,CATAPULT,5,14,128,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,64149,HOTEL CHARLIE WHISKEY,CATAPULT,5,14,526,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,64149,HOTEL CHARLIE WHISKEY,CATAPULT,5,14,128,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,64149,HOTEL CHARLIE WHISKEY,CATAPULT,5,14,1265,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,64149,HOTEL CHARLIE WHISKEY,CATAPULT,5,14,127,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,65114,HOTEL JULIET XRAY,YACHT,5,12,419,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,65114,HOTEL JULIET XRAY,YACHT,5,12,135,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,65149,WHISKEY FOXTROT QUEBEC,TANGERINE,5,15,1041,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,65149,WHISKEY FOXTROT QUEBEC,TANGERINE,5,15,140,0,1,1,,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,65149,WHISKEY FOXTROT QUEBEC,TANGERINE,5,15,1436,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,65149,WHISKEY FOXTROT QUEBEC,TANGERINE,5,15,137,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,65149,WHISKEY FOXTROT QUEBEC,TANGERINE,5,15,2029,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,65149,WHISKEY FOXTROT QUEBEC,TANGERINE,5,15,137,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,66114,ECHO OSCAR ZULU,JIGSAW,5,15,662,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,66114,ECHO OSCAR ZULU,JIGSAW,5,15,135,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,66149,ALPHA JULIET OSCAR,WALNUT,5,14,1434,0,1,1,0,0.25,10,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,66149,ALPHA JULIET OSCAR,WALNUT,5,14,126,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,66149,ALPHA JULIET OSCAR,WALNUT,5,14,897,0,1,0,0,0.75,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,66149,ALPHA JULIET OSCAR,WALNUT,5,14,124,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,66149,ALPHA JULIET OSCAR,WALNUT,5,14,913,0,1,0,0,0.0,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,66149,ALPHA JULIET OSCAR,WALNUT,5,14,124,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,67114,DELTA PAPA ALPHA,UMBRELLA,5,15,454,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,67114,DELTA PAPA ALPHA,UMBRELLA,5,15,138,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,67149,HOTEL WHISKEY OSCAR,ORCHID,5,15,1082,0,1,0,0,0.75,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,67149,HOTEL WHISKEY OSCAR,ORCHID,5,15,129,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,67149,HOTEL WHISKEY OSCAR,ORCHID,5,15,1420,0,1,1,0,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,67149,HOTEL WHISKEY OSCAR,ORCHID,5,15,128,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,67149,HOTEL WHISKEY OSCAR,ORCHID,5,15,1016,0,1,0,0,0.5,0,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,67149,HOTEL WHISKEY OSCAR,ORCHID,5,15,124,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,68114,ECHO ALPHA LIMA,METRONOME,5,11,490,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,68114,ECHO ALPHA LIMA,METRONOME,5,11,133,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,68149,VICTOR ECHO LIMA,BLIZZARD,5,10,1210,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,68149,VICTOR ECHO LIMA,BLIZZARD,5,10,127,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,68149,VICTOR ECHO LIMA,BLIZZARD,5,10,579,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,68149,VICTOR ECHO LIMA,BLIZZARD,5,10,125,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,68149,VICTOR ECHO LIMA,BLIZZARD,5,10,909,0,1,1,1,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,68149,VICTOR ECHO LIMA,BLIZZARD,5,10,125,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,69114,GOLF BRAVO XRAY,PELICAN,5,15,469,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,69114,GOLF BRAVO XRAY,PELICAN,5,15,140,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,69149,GOLF KILO JULIET,UKULELE,5,11,1491,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,69149,GOLF KILO JULIET,UKULELE,5,11,124,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,69149,GOLF KILO JULIET,UKULELE,5,11,1005,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,69149,GOLF KILO JULIET,UKULELE,5,11,124,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,69149,GOLF KILO JULIET,UKULELE,5,11,1096,0,1,0,0,0.5,3,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,69149,GOLF KILO JULIET,UKULELE,5,11,124,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,70114,OSCAR FOXTROT PAPA,METRONOME,5,15,643,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,70114,OSCAR FOXTROT PAPA,METRONOME,5,15,140,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,70149,UNIFORM FOXTROT GOLF,BLIZZARD,5,10,1023,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,70149,UNIFORM FOXTROT GOLF,BLIZZARD,5,10,132,0,1,1,,0.5,18,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,70149,UNIFORM FOXTROT GOLF,BLIZZARD,5,10,931,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,70149,UNIFORM FOXTROT GOLF,BLIZZARD,5,10,133,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,70149,UNIFORM FOXTROT GOLF,BLIZZARD,5,10,1466,0,1,1,1,0.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,70149,UNIFORM FOXTROT GOLF,BLIZZARD,5,10,130,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,71114,OSCAR TANGO HOTEL,QUICKSAND,5,10,402,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,71114,OSCAR TANGO HOTEL,QUICKSAND,5,10,139,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,71149,WHISKEY VICTOR SIERRA,FALCON,5,14,1350,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,71149,WHISKEY VICTOR SIERRA,FALCON,5,14,128,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,71149,WHISKEY VICTOR SIERRA,FALCON,5,14,1415,0,1,1,0,0.5,10,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,71149,WHISKEY VICTOR SIERRA,FALCON,5,14,128,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,71149,WHISKEY VICTOR SIERRA,FALCON,5,14,1022,0,1,1,1,0.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,71149,WHISKEY VICTOR SIERRA,FALCON,5,14,130,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,72114,LIMA INDIA MIKE,PUMPKIN,5,14,450,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,72114,LIMA INDIA MIKE,PUMPKIN,5,14,134,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,72149,YANKEE DELTA GOLF,DAFFODIL,5,11,1190,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,72149,YANKEE DELTA GOLF,DAFFODIL,5,11,129,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,72149,YANKEE DELTA GOLF,DAFFODIL,5,11,1024,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,72149,YANKEE DELTA GOLF,DAFFODIL,5,11,126,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,72149,YANKEE DELTA GOLF,DAFFODIL,5,11,1886,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,72149,YANKEE DELTA GOLF,DAFFODIL,5,11,127,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,73114,MIKE INDIA ROMEO,YODEL,5,15,400,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,73114,MIKE INDIA ROMEO,YODEL,5,15,131,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,73149,ROMEO BRAVO MIKE,OBELISK,5,11,1312,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,73149,ROMEO BRAVO MIKE,OBELISK,5,11,125,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,73149,ROMEO BRAVO MIKE,OBELISK,5,11,2111,0,1,1,1,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,73149,ROMEO BRAVO MIKE,OBELISK,5,11,125,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,73149,ROMEO BRAVO MIKE,OBELISK,5,11,1849,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,73149,ROMEO BRAVO MIKE,OBELISK,5,11,126,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,74114,VICTOR INDIA ECHO,PUMPKIN,5,15,469,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,74114,VICTOR INDIA ECHO,PUMPKIN,5,15,143,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,74149,JULIET XRAY PAPA,TANGERINE,5,10,1475,0,1,0,0,0.0,0,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,74149,JULIET XRAY PAPA,TANGERINE,5,10,132,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,74149,JULIET XRAY PAPA,TANGERINE,5,10,1565,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,74149,JULIET XRAY PAPA,TANGERINE,5,10,132,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,74149,JULIET XRAY PAPA,TANGERINE,5,10,1556,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,74149,JULIET XRAY PAPA,TANGERINE,5,10,137,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,75114,FOXTROT BRAVO WHISKEY,JIGSAW,5,11,571,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,75114,FOXTROT BRAVO WHISKEY,JIGSAW,5,11,147,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,75149,CHARLIE KILO TANGO,RAVIOLI,5,15,1405,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,75149,CHARLIE KILO TANGO,RAVIOLI,5,15,125,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,75149,CHARLIE KILO TANGO,RAVIOLI,5,15,1211,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,75149,CHARLIE KILO TANGO,RAVIOLI,5,15,122,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,75149,CHARLIE KILO TANGO,RAVIOLI,5,15,1168,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,75149,CHARLIE KILO TANGO,RAVIOLI,5,15,125,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,76114,CHARLIE DELTA XRAY,CARNIVAL,5,11,421,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,76114,CHARLIE DELTA XRAY,CARNIVAL,5,11,139,0,1,1,,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,76149,PAPA FOXTROT XRAY,SAPPHIRE,5,15,1030,0,1,0,0,1.0,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,76149,PAPA FOXTROT XRAY,SAPPHIRE,5,15,130,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,76149,PAPA FOXTROT XRAY,SAPPHIRE,5,15,1304,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,76149,PAPA FOXTROT XRAY,SAPPHIRE,5,15,131,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,76149,PAPA FOXTROT XRAY,SAPPHIRE,5,15,2029,0,1,1,1,0.25,18,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,76149,PAPA FOXTROT XRAY,SAPPHIRE,5,15,129,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,77114,ROMEO JULIET SIERRA,YACHT,5,12,485,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,77114,ROMEO JULIET SIERRA,YACHT,5,12,138,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,77149,JULIET VICTOR BRAVO,ABACUS,5,15,1126,0,1,0,1,0.5,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,77149,JULIET VICTOR BRAVO,ABACUS,5,15,126,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,77149,JULIET VICTOR BRAVO,ABACUS,5,15,689,0,1,0,1,0.5,1,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,77149,JULIET VICTOR BRAVO,ABACUS,5,15,126,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,77149,JULIET VICTOR BRAVO,ABACUS,5,15,2074,0,1,1,0,0.5,19,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,77149,JULIET VICTOR BRAVO,ABACUS,5,15,127,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,78114,KILO YANKEE CHARLIE,PYRAMID,5,12,489,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,78114,KILO YANKEE CHARLIE,PYRAMID,5,12,132,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,78149,ALPHA CHARLIE KILO,ABACUS,5,14,872,0,1,1,1,1.0,13,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,78149,ALPHA CHARLIE KILO,ABACUS,5,14,123,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,78149,ALPHA CHARLIE KILO,ABACUS,5,14,1350,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,78149,ALPHA CHARLIE KILO,ABACUS,5,14,125,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,78149,ALPHA CHARLIE KILO,ABACUS,5,14,746,0,1,0,0,0.0,0,20,1,,,
